Job Title,Company Name,Location,Description,Salary,MetaData,Posting
Junior Software Engineer,Pinnacle IT Solutions,Remote,"  Engage in Agile methodologies to ensure timely delivery of high-quality software products.  Collaborate with senior engineers and team members to design, develop… EmployerActive 11 days ago·More...",,"$60,000 - $70,000 a year",Active 11 days ago
Software Developer I,Ensymbios,"Garden Grove, CA 92844","  Job based in Garden Grove, CA but require relocation/travel to unanticipated locations throughout the US. ·More...",,"$60,000 - $70,000 a year",
Software Developer,Quality Manufacturing Systems (QMSI),"La Vergne, TN",  We have immediate openings for software developers who want a challenging profession and enjoy travel.  Required Travel: Up to 40%. ·More...,,"$60,000 - $70,000 a year",
Junior Developer,Sevaa Group,"Alpharetta, GA 30009","  As a Junior Developer, you will support Sevaa’s team by ensuring client web sites and applications are running smoothly through proactive, full stack… ·More...",,"$60,000 - $70,000 a year",
Software Developer,Oracle,"Austin, TX 78741 (Riverside area)","  As a member of the software engineering division, apply knowledge of software architecture to perform tasks associated with developing, debugging, or designing… ·More...",,"$60,000 - $70,000 a year",
Software Developer,Cru,"Orlando, FL 32832","  A passion for coding and a knack for problem-solving, with a commitment to delivering efficient, robust software solutions.  Full-Time, Orlando, FL – Hybrid. EmployerActive 3 days ago·More...",,"$60,000 - $70,000 a year",Active 3 days ago
Backend Developer,Eden Health International Inc,Remote,"  In this role, you will be working closely with the team lead, frontend designers, and stakeholders from various departments to execute the deployment of our… ·More...",,"$60,000 - $70,000 a year",
Junior Software Developer,Mcgohan Brabender Agency Inc,"Dayton, OH 45439","  Understanding of the software development life cycle (SDLC) and agile methodologies.  As a Jr Software Developer at McGohan Brabender, you will design, develop… EmployerActive 6 days ago·More...",,"$60,000 - $70,000 a year",Active 6 days ago
Software Engineer I - Cloud,Aiphone,"Redmond, WA 98052 (SE Redmond area)",  Minimum 1 year of experience designing and developing software with production quality code in a professional software development role. EmployerActive 7 days ago·More...,,"$60,000 - $70,000 a year",Active 7 days ago
Software Developer,QCSS Health,Remote,  QCSS Health is seeking a Software Developer to support our current SaaS applications and contribute to building next gen products. ·More...,,"$60,000 - $70,000 a year",
Software Engineer,Highwire,"Burlington, MA 01803","  As a software engineer, you’ll rely on Agile Methodologies to deliver on sprint-by-sprint objectives and advance our product roadmap. ·More...",,"$60,000 - $70,000 a year",
software developer jobs in United States,,,,,,
,,,,,,
2U Junior Full Stack Engineer (React/Node),NBH Bank,"Remote in Kansas City, MO 64134","  Strong understanding and application of software engineering best practices, including SOLID principles, design patterns, and coding standards. ·More...",,"$104,941 - $112,000 a year",
Software Developer,CTEC,"Hybrid work in Los Alamos, NM 87544",  The SSD team is responsible for the development of software tools to assist ALDWP organizations meet mission objectives.  Azure Dev Ops – Including Pipelines. EmployerActive 4 days ago·More...,,"$104,941 - $112,000 a year",Active 4 days ago
Frontend Software Engineer,Harness,Remote,"  Collaborate with other experienced developers, sharing best practices, reviewing code and growing with each other.  Proficiency in NextJS, React, and TypeScript. ·More...",,"$104,941 - $112,000 a year",
Software Developer,"Nagios Enterprises, LLC","Saint Paul, MN 55108 (Como area)","  We plan to grow our development team to accelerate and support our growth objectives.  In this role, our Software Developer will develop new features, maintain… EmployerActive 8 days ago·More...",,"$104,941 - $112,000 a year",Active 8 days ago
Entry Level .NET Software Developer,EAI Technologies,"Vienna, VA 22182","  Work in a hands-on capacity with small, tight-knit teams in a client-interactive role, seeing the impact of your work first-hand Microsoft tech stack… ·More...",,"$104,941 - $112,000 a year",
Software Engineer,Cloudwick Technologies Inc,Remote,  Providing visualization of developer data via Grafana.   5+ years of professional experience as a software engineer.   Experience with AWS Glue. ·More...,,"$104,941 - $112,000 a year",
Senior React Native Developer,Best Life,"Raleigh, NC","  Experience with web and mobile frontend software development using React Native, React, and Material UI.  As part of a team, you will troubleshoot, fix, and… EmployerActive 7 days ago",,"$104,941 - $112,000 a year",Active 7 days ago
Associate Software Engineer,"Liferay, Inc.","Diamond Bar, CA 91765",  Has basic notions of Computer Science and can understand software-related conversations and learn unknown concepts. ·More...,,"$104,941 - $112,000 a year",
Software Developer,Script Care LTD,"Beaumont, TX 77706","  Test, maintain and recommend software improvements to ensure strong functionality and optimization.  Extensive knowledge of data processing, hardware platforms,… ·More...",,"$104,941 - $112,000 a year",
Software Developer,SDH Systems,"Corcoran, MN","  Performing all phases of software application development including requirements analysis, plan, application design, development, testing, debugging and enhance… ·More...",,"$104,941 - $112,000 a year",
Software Developer,Cochrane & Co,"Hybrid work in Spokane, WA 99224",  Our software development group supports the improvement and ongoing maintenance of numerous computer information systems at Cochrane & Company. ·More...,,"$104,941 - $112,000 a year",
Junior Software Engineer,"StrongMind, Inc","Chandler, AZ 85225","  Participate in all aspects of the software life cycle, from ideation through development and including production support.  Development experience is a plus. EmployerActive 7 days ago·More...",,"$104,941 - $112,000 a year",Active 7 days ago
Software Developer,402 Ventures Llc,"Lincoln, NE 68508","  The Software Developer plays a key part in developing industry-leading software.  Strong knowledge of the full software development life cycle, with exposure to… ·More...",,"$104,941 - $112,000 a year",
Software Engineer - Scanning Engine,"Coalition, Inc.","Remote in Denver, CO",  2+ years of software engineering experience.  We are looking for a Software Engineer to join Coalition's Scanning Engine and Data Collection team. ·More...,,"$104,941 - $112,000 a year",
Intermediate Front End Developer,Voxtur,Remote,  Our front-end developer should be able to translate user-friendly designs into crisp code and thoughtful experiences for our customers. ·More...,,"$104,941 - $112,000 a year",
software developer jobs in United States,,,,,,
Web Developer - Entry Level,Hardin Design,"Madison, WI 53703 (Marquette area)","  This is an entry-level web developer position at Hardin Design & Development.  Our designers create elegant, easy to use interfaces and our developers bring… EmployerActive 3 days ago·More...",,"$120,000 - $170,000 a year",Active 3 days ago
"Jr, Backend Developer",Iconvergence,Remote,"  Like Postgresql, Elasticsearch and MongoDB (aka SQL and noSQL).  Proficient in developing and consuming webservices using restful apis, grpc etc. EmployerActive 6 days ago·More...",,"$120,000 - $170,000 a year",Active 6 days ago
Software Developer,TurnKey Corrections,"River Falls, WI 54022","  Update tasks in the project management and organization software.  Troubleshoot and debug existing GoLang, Angular, MySQL syntax and Typescript. ·More...",,"$120,000 - $170,000 a year",
Web Developer,"Rejuuv, Inc.",Remote,"  Collaborate with designers, product managers, and other developers.  We are seeking a talented Web Developer to help build and maintain the Rejuuv platform. EmployerActive 4 days ago·More...",,"$120,000 - $170,000 a year",Active 4 days ago
Jr Software Developer,JF Taylor Inc,"Dayton, OH 45430","  Modeling, Simulation, and Analysis (MS&A) software, tools, and techniques.  The Junior Software Developer will develop, integrate and apply state-of-the-art… ·More...",,"$120,000 - $170,000 a year",
Junior Developer,MDfit,"Wexford, PA 15090",  Assist with platform maintenance and issue resolution.  Work on the development team to implement new features.  Comfortable with common programming techniques. ·More...,,"$120,000 - $170,000 a year",
Junior Software Developer,Mcgohan Brabender Agency Inc,"Dayton, OH 45439","  Understanding of the software development life cycle (SDLC) and agile methodologies.  As a Jr Software Developer at McGohan Brabender, you will design, develop… EmployerActive 6 days ago·More...",,"$120,000 - $170,000 a year",Active 6 days ago
Software Developer (Backend - Golang),Armada,"Bellevue, WA 98005",  We are looking for a talented and experienced Software Developer experienced in developing backend services using cloud native technologies. ·More...,,"$120,000 - $170,000 a year",
Associate Software Engineer,"Liferay, Inc.","Diamond Bar, CA 91765",  Has basic notions of Computer Science and can understand software-related conversations and learn unknown concepts. ·More...,,"$120,000 - $170,000 a year",
Developer - (Open to remote),Penguin Random House LLC,"Remote in New York, NY 10019",  Familiarity with agile software development methodology.  Work on existing and new web projects in the PRH Applications suite to support both internal and… ·More...,,"$120,000 - $170,000 a year",
Software Engineer I - Cloud,Aiphone,"Redmond, WA 98052 (SE Redmond area)",  Minimum 1 year of experience designing and developing software with production quality code in a professional software development role. EmployerActive 7 days ago·More...,,"$120,000 - $170,000 a year",Active 7 days ago
Software Developer,QCSS Health,Remote,  QCSS Health is seeking a Software Developer to support our current SaaS applications and contribute to building next gen products. ·More...,,"$120,000 - $170,000 a year",
Junior Software Developer in Support (remote),Checkly,Remote in North Carolina,"  You will often speak with developers who need assistance understanding if their applications work well and if not, what caused the issue. ·More...",,"$120,000 - $170,000 a year",
"Software Developer, Mid",Booz Allen,"Bremerton, WA",  We’re looking for a developer like you with the skills needed to develop software and systems from vision to production-ready. ·More...,,"$120,000 - $170,000 a year",
Software Developer – EMR Solutions,ChartPath,"Austin, TX 78759","  Troubleshoot and debug software issues, ensuring timely resolution.  You will work closely with a cross-functional team of developers, engineers, and product… ·More...",,"$120,000 - $170,000 a year",
software developer jobs in United States,,,,,,
,,,,,,
Software Developer,Enterprise Pals,"Overland Park, KS","  The ideal candidate will have experience in developing custom applications using technologies such as Java, . ·More...",,"$72,100 - $130,800 a year",
Software Developer,Midwest Sterilization Corporation,"Jackson, MO 63755",  Familiarity with the software development life cycle.  Participate in debugging software issues to ensure optimal functionality. ·More...,,"$72,100 - $130,800 a year",
"Software Engineer, Full Stack",Charlie Health,"Remote in New York, NY","  At the same time, those seeking help often encounter barriers—whether geographic, financial, or systemic—that prevent them from receiving timely and effective… ·More...",,"$72,100 - $130,800 a year",
Software Engineer Developer,Tano Digital,"San Jose, CA 95128 (West San Jose area)","  Front and Back End (Full Stack) Development.  Fixing bugs, maintaining third party modules.  Coding and development of new CMS pages and/or Microsites. ·More...",,"$72,100 - $130,800 a year",
Software Developer,Valiant IT Services,"Austin, TX 78759 (Arboretum area)","  Analyze user needs and develop software solutions.  Design, develop, code, test and modify software applications and specialized utility programs. ·More...",,"$72,100 - $130,800 a year",
Software Engineer,narwal,Remote,  Location & Hours: Remote in the USA only* - 8:00am- 5:00pm CST We are seeking an experienced Software Engineer-Python Development with strong expertise in image… EmployerActive 11 days ago·More...,,"$72,100 - $130,800 a year",Active 11 days ago
Software Developer,TEKaroon,"Elkridge, MD 21075","  Perform software development, including requirements analysis, architecture and product specifications,.  Design, develop and deploy project to AWS cloud using… ·More...",,"$72,100 - $130,800 a year",
Software Developers,VividCloud,"Brunswick, ME 04011","  Based in Brunswick, Maine, VividCloud is looking for Software Engineers at various levels from Junior to Principal. ·More...",,"$72,100 - $130,800 a year",
Software Developer,Wise Equation Solutions,"Cedar Park, TX 78613",  Design software or customize software for client use with the aim of optimizing operational efficiency.  Analyze user needs and develop software solutions. ·More...,,"$72,100 - $130,800 a year",
Software Developer,GeaCom,"Duluth, MN 55812 (Endion area)",  Passion for creative problem solving and software innovations.  2 years of software development experience required (submission of Github link encouraged). EmployerActive 8 days ago·More...,,"$72,100 - $130,800 a year",Active 8 days ago
Software Developer,Fibersmith,"Columbia, MO 65203",  Fibersmith is looking for a meticulous and technically skilled Software Developer to develop and maintain our organization's systems software and computing… ·More...,,"$72,100 - $130,800 a year",
Software Developer,Aquila Technology,"Hybrid work in Lexington, MA","  The individual will then work closely with other software and firmware developers to remedy the issues.  Researches, designs, develops and implements software… EmployerActive 3 days ago·More...",,"$72,100 - $130,800 a year",Active 3 days ago
2025 Associate Software Engineer/Software Engineer - Woodland Hills CA,Northrop Grumman,"Woodland Hills, CA 91367","  Shift: 1st Shift (United States of America).  Travel Required: Yes, 10% of the Time.  Relocation Assistance: Relocation assistance may be available. ·More...",,"$72,100 - $130,800 a year",
Backend Software Developer,Logistics Management Institute,"Colorado Springs, CO","  In this role you will work directly with the architect, software developers, engineers, and data analysts to expand an existing framework of the enterprise… ·More...",,"$72,100 - $130,800 a year",
Associate Software Engineer,Vermont Mutual,"Hybrid work in Montpelier, VT 05602",  Experience working with Agile software development methodologies a plus.  Train in systems/program use and provide various types of technical assistance and… ·More...,,"$72,100 - $130,800 a year",
software developer jobs in United States,,,,,,
Software Developer/Analyst,RisamSoft,"Irving, TX 75063 (Freeport/Hackberry area)",,,,
Software Engineer,Fullsteam,"Starkville, MS",,,,
Software Developer - Web,Uline,"Waukegan, IL 60085",,,,
Node.js Developer,Intone Networks,"Sunnyvale, CA",,,,
Front End Developer,BJU Press,"Greenville, SC",,,,
Associate Software Engineer – Part Time,"Dot Foods, Inc.","Hybrid work in Mount Sterling, IL 62353",,,,
Software Developer,Eaton,"Hybrid work in Orchard Park, NY",,,,
Front-End Web Developer,Dassault Systèmes,"Hybrid work in Waltham, MA 02451",,,,
FULL STACK DEVELOPER,University of Washington,"Hybrid work in Seattle, WA",,,,
Software Developer,Cimarron Software,"Houston, TX 77058",,,,Active 5 days ago
"Front End Software Engineer, Leverage Engineering",OpenAI,"New York, NY",,,,
Software Engineer II,Microsoft,"Redmond, WA 98052 (Overlake area)",,,,
Full Stack Developer,Veterans United Home Loans,"Columbia, MO",,,,
UI/Frontend Developer,FICO,"Hybrid work in San Rafael, CA",,,,
Systems Software Developer,Apple,"Cupertino, CA",,,,
software developer jobs in United States,,,,,,
1223 - Mid Software Engineer,Dignitas Technologies LLC,"Orlando, FL 32825 (Alafaya area)",  Minimum 4 years of experience as software developer.  Assisting with all aspects of software design and development.  Creating and conducting development tests. ·More...,,$40 - $55 an hour,
Software Developer (Football Operations),Philadelphia Eagles,"Philadelphia, PA (Packer Park area)",  Understanding of multi-tier software application architecture.  The Software Developer will be a member of the software development team within Football… ·More...,,$40 - $55 an hour,
Software Developer - Multiple Levels,Noblis,"McLean, VA",  Understanding of software testing and quality assurance best practices.  Analyze user needs and software requirements to determine design feasibility. ·More...,,$40 - $55 an hour,
Software Developer with Proficiency in Python and ASP.NET,Applied Technical Services Llc,"Nunn, CO 80648","  The developer must be able to write user manuals, and document software testing, in accordance with nuclear industry specifications. ·More...",,$40 - $55 an hour,
GMC TEMPORARY SOFTWARE DEV,DAIKIN COMFORT TECHNOLOGIES MFG LP,"Chatsworth, CA 91311","  Analyze, debug, and resolve software issues.  Knowledge of web software design and development, esp. in Front-End UI development, security, authentication. ·More...",,$40 - $55 an hour,
Senior Specialist - Software Engineering,LTIMindtree,"Newark, CA","  8+ years direct experience in software development and/or programming design and systems management.  The candidate should have Sales Cloud, Service Cloud exp. ",,$40 - $55 an hour,
Software Engineer,"Wholesome Goods, Inc.","Clearwater, FL 33760",  Work closely with designers and back-end developers to ensure cohesive store functionality.  You will be responsible for developing and maintaining the frontend… EmployerActive 4 days ago,,$40 - $55 an hour,Active 4 days ago
WordPress Developer,Hybrid Mediaworks,Remote in Washington State,"  Collaborate with designers, project managers, and back-end developers to create seamless user experiences.  We are looking to hire a skilled WordPress Developer… ·More...",,$40 - $55 an hour,
Software Engineer,"Chicago Fire Football Club, LLC","Chicago, IL","  Minimum of one year experience in software development or related role.  Diagnose, resolve, and debug software issues as they arise. ·More...",,$40 - $55 an hour,
Student Software Engineer - Cozy 2d AI app,Coral,"Remote in Provo, UT","  You'll work directly with senior engineers to build delightful features using modern web technologies, focusing on smooth animations, micro-interactions, and… ·More...",,$40 - $55 an hour,
Back End Developer,ANANTICS,"Livonia, MI 48152",  You will work closely with cross-functional teams to deliver high-quality software solutions that meet our clients' needs.  CI/CD: 5 years (Required). EmployerActive 5 days ago·More...,,$40 - $55 an hour,Active 5 days ago
Software Developer,Motorola Solutions,Remote in Florida,"  Collaborate with cross-functional teams (developers, data scientists, etc.).  You'll be integral to a group that designs, builds, and maintains software tools… ·More...",,$40 - $55 an hour,
Software Developer,Group W,"Alexandria, VA 22301","  A software developer at Group W routinely applies programming and software engineering expertise to architect, develop, and enhance defense analytic and… EmployerActive 4 days ago·More...",,$40 - $55 an hour,Active 4 days ago
Software Engineer II {REMOTE},GEICO,"Remote in Chevy Chase, MD",  Engage in cross-functional collaboration throughout the entire software lifecycle.  2+ years of non-internship professional software development experience… ·More...,,$40 - $55 an hour,
Software Developer - Azure OpenAI Developer,Expleo,"Remote in Minneapolis, MN 55401","  Support & Enhance: Provide technical support and improvements throughout the software lifecycle, helping clients achieve sustainable AI implementations. ·More...",,$40 - $55 an hour,
software developer jobs in United States,,,,,,
Software Developer,RSA Tech,"Little Elm, TX 75068",,,,
Engineer II - Backend - HCP Core Platform,HashiCorp,"Remote in San Francisco Bay Area, CA",,,,
Full Stack Engineer,Outgo,"Hybrid remote in Seattle, WA 98109",,,,
Junior to Mid-Level Developer,i4Tek,Remote,EmployerActive 6 days ago,,,Active 6 days ago
Software Developer *Repost*,WA River Protection Solutions,"Hybrid remote in Richland, WA",,,,
AP098 Scientific Software Developer,"ADNET Systems, Inc.","Greenbelt, MD",,,,
Software Developer I,Plexus,"Neenah, WI",,,,
Python Software Engineer II,JPMorgan Chase,"New York, NY 10001",,,,
ReactNative Developer,RITAM SOFT LLC,"Cincinnati, OH 45224",EmployerActive 5 days ago,,,Active 5 days ago
Full Stack Developer,Saint Louis University,"St. Louis, MO",,,,
Software Developer - Pharma Industry,Talent Search RPO,"Boston, MA",,,,Active 4 days ago
"Engineer, Software - Unity Developer","Arrow International, Inc.","Chicago, IL 60606",,,,
NAVAIR Software Engineer Junior - Secret Clearance,AMERICAN SYSTEMS,"Naval Air Station Patuxent River, MD 20670",,,,
Associate Post Software Engineer,NBCUniversal,"Englewood Cliffs, NJ 07632",,,,
CNC Programmer/ Setup/ Machinist,DIE-TECH,"Morgan Hill, CA 95037",,,,Active 4 days ago
Sr Associate Software Developer,SAS,"Cary, NC 27513",,,,
Software Engineer,Leidos,"Columbia, MD 21045",EmployerActive 5 days ago,,,Active 5 days ago
Software Developer,ITA Group Inc,"West Des Moines, IA 50266",,,,
Senior CI/CD Pipeline Engineer,Leidos,"Huntsville, AL 35806",,,,
Automation Developer,Phillips 66,"Bartlesville, OK 74005",,,,
Software Engineer I-IV,Kratos Defense,"Roseville, CA 95678",,,,
Artemis Simulation Software Engineer,Amentum,"Kennedy Space Center, FL 32899",,,,
Senior Software Engineer,Coinbase,Remote,,,,
Senior Java AWS Developer,Infosys,"Oakland, CA",,,,
Software Engineering MTS,Salesforce,"Bellevue, WA 98004",,,,
Software developer jobs in United States,,,,,,
ReactNative Developer,RITAM SOFT LLC,"Cincinnati, OH 45224","  The ideal candidate will have a deep understanding of mobile app development using React Native, with a track record of building performant mobile applications… EmployerActive 5 days ago·More...",,"$92,000 - $132,000 a year",Active 5 days ago
Programmer 1,Family Forward,"Hybrid work in St. Louis, MO 63132","  This position is primarily responsible for creating a variety of reports and data visualizations through Python and accessing SQL databases, while also… EmployerActive 8 days ago·More...",,"$92,000 - $132,000 a year",Active 8 days ago
Software Engineer - Security Applications,"Coalition, Inc.",Remote,"  As part of the Security Engineering Backend team, you will work on APIs that serve Coalition Control, our user-facing product enabling business owners to detect… ·More...",,"$92,000 - $132,000 a year",
Software Developer,Össur,"Irvine, CA","  Integrate software components and third-party services to enhance functionality and improve the overall user experience.  NET, Web API, and related technologies. ·More...",,"$92,000 - $132,000 a year",
Software Engineer/.Net Developer,Skill bird,"Dallas, TX","  Strong understanding of software development principles, design patterns, and best practices.  Familiarity with sustainability concepts and challenges. EmployerActive 4 days ago·More...",,"$92,000 - $132,000 a year",Active 4 days ago
Software Developer,Oracle,"Seattle, WA","  Provide technical leadership to other software developers.  As a member of the software engineering division, you will assist in defining and developing software… ·More...",,"$92,000 - $132,000 a year",
Software Engineer III (Python),JPMorgan Chase,"New York, NY 10001",  Formal training or certification on software engineering concepts and 3+ years applied experience.  Our technology team collaborates closely with business users… ·More...,,"$92,000 - $132,000 a year",
Software Engineer,Molten Cloud,"Cambridge, MA 02142 (Kendall Square area)","  Take ownership of select modules - build, deploy and iterate upon them in Agile sprints.  Contribute to the design, architecture, research and development of… ·More...",,"$92,000 - $132,000 a year",
Software Developer *Repost*,WA River Protection Solutions,"Hybrid work in Richland, WA","  Familiarity with software design principles and practices (e.g., SOLID, Agile, etc.).  Full/Part-Time Full-Time.  Full-stack web/mobile design skills. ·More...",,"$92,000 - $132,000 a year",
Full Stack Developer,TecTutor Inorporation,"Avon, CT 06001",  You will work closely with cross-functional teams to deliver high-quality software applications that meet business requirements. ·More...,,"$92,000 - $132,000 a year",
Software Analyst,St. Claire HealthCare,"Morehead, KY 40351","  Experience with healthcare-related software applications, such as EHRs, practice management systems, and billing software. ·More...",,"$92,000 - $132,000 a year",
Software Developer - Azure OpenAI Developer,Expleo,"Remote in Minneapolis, MN 55401","  Support & Enhance: Provide technical support and improvements throughout the software lifecycle, helping clients achieve sustainable AI implementations. ·More...",,"$92,000 - $132,000 a year",
Short term software programmer,North Carolina State University,"Raleigh, NC","  Works closely with Professor Barnes and Assistant Professor Catete who will oversee their work, and also works as needed with teachers recruited to test the… ·More...",,"$92,000 - $132,000 a year",
